ISBN,ISBN NUMERIQUE,OUVRAGE,NOM AUTEUR ,PRENOM AUTEUR ,EDITEUR,COLLECTION,DISCIPLINE,DISCIPLINE,ANNEE,MISE EN LIGNE,OUVRAGE ACCESSIBLE,TARIF EN EUROS HT,ANNEES AVANT ACCES PERENNE,URL CAIRN
9782100589036,,L'enfant agressé et le Conte créatif,Gryson-Dejehansart,Marie-Christine,Dunod,Enfances,Psychologie,,2013,2016-01-04,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/l-enfant-agresse-et-le-conte-creatif--9782100589036.htm
9782749206875,,L'enfant autiste et le modelage,Krauss,Sophie,ERES,La vie de l'enfant,Psychologie,,2010,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/l-enfant-autiste-et-le-modelage--9782749206875.htm
9782749240343,9782749240350,L'enfant connecté,Texier,Dominique,ERES,1001 et +,Psychologie,,2014,2014-08-14,non,C,infos non disponibles,http://www.cairn.info/l-enfant-connecte--9782749240343.htm
9782749206516,9782749232461,L'enfant dans l'adoption,,,ERES,Enfances  PSY,Psychologie,,2006,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/l-enfant-dans-l-adoption--9782749206516.htm
9782749201924,9782749227337,L'enfant dans le lien social,de Leonardis,Myriam,ERES,Petite enfance et parentalité,Psychologie,,2003,2010-04-01,non,D,infos non disponibles,http://www.cairn.info/l-enfant-dans-le-lien-social--9782749201924.htm
9782100598717,,L'enfant de 0 à 2 ans,David,Myriam,Dunod,Enfances,Psychologie,,2013,2016-03-03,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/l-enfant-de-0-a-2-ans--9782100598717.htm
9782804118532,,L'enfant dysphasique,Gérard,Christophe-Loïc,De Boeck Supérieur,Questions de personne,Psychologie,,1993,2014-12-31,non,C,infos non disponibles,http://www.cairn.info/l-enfant-dysphasique--9782804118532.htm
9782100515363,9782100535477,L'enfant et la médiation animale,Beiger,François,Dunod,Enfances,Psychologie,,2008,2016-03-03,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/l-enfant-et-la-mediation-animale--9782100515363.htm
9782100716333,9782100718207,L'enfant et la peur d'apprendre,Boimare,Serge,Dunod,Enfances,Psychologie,,2014,2016-03-03,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/l-enfant-et-la-peur-d-apprendre--9782100716333.htm
9782100578856,,L'enfant et les jeux dangereux,Romano,Hélène,Dunod,Enfances,Psychologie,,2012,2016-03-03,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/l-enfant-et-les-jeux-dangereux--9782100578856.htm
9782100541195,9782100564460,L'enfant et son parent,Bouregba,Alain,Dunod,Enfances,Psychologie,,2011,2016-02-01,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/l-enfant-et-son-parent--9782100541195.htm
9782749201252,9782749227399,L'enfant et son parent incarcéré,Bastard,Benoit,ERES,Fondation pour l'Enfance,Psychologie,,2003,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/l-enfant-et-son-parent-incarcere--9782749201252.htm
9782100590063,,L'enfant face au traumatisme,Romano,Hélène,Dunod,Enfances,Psychologie,,2013,2016-01-04,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/l-enfant-face-au-traumatisme--9782100590063.htm
9782100716487,9782100725342,L'enfant face à la violence dans le couple,Sadlier,Karen,Dunod,Enfances,Psychologie,,2015,2016-01-04,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/l-enfant-face-a-la-violence-dans-le-couple--9782100716487.htm
9782100701407,,L'enfant instable,Berger,Maurice,Dunod,Enfances,Psychologie,,2013,2016-03-03,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/enfant-instable--9782100701407.htm
9782804121808,,L'enfant sourd,Lepot-Froment,Christiane,De Boeck Supérieur,Questions de personne,Psychologie,,1996,2014-12-30,non,E,infos non disponibles,http://www.cairn.info/enfant-sourd--9782804121808.htm
9782130487999,9782130737995,L'enfant victime d'abus sexuel et sa famille : évaluation et traitement,Hayez,Jean-Yves,P.U.F.,Monographies de la psychiatrie enfant,Psychologie,,1999,2015-04-20,non,F,infos non disponibles,http://www.cairn.info/l-enfant-victime-d-abus-sexuel-et-sa-famille--9782130487999.htm
9782804143701,9782804178802,L'enfant victime d'inceste,Haesevoets,Yves-Hiram,De Boeck Supérieur,Oxalis,Psychologie,,2003,2012-04-01,non,E,infos non disponibles,http://www.cairn.info/l-enfant-victime-d-inceste--9782804143701.htm
9782100530045,9782100542444,L'enfant à l'intelligence troublée,Gibello,Bernard,Dunod,Enfances,Psychologie,,2009,2016-01-04,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/l-enfant-a-l-intelligence-troublee--9782100530045.htm
9782749202457,9782749227313,L'enfant à l'épreuve de la famille,Abécassis,Janine,ERES,Hypothèses,Psychologie,,2004,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/l-enfant-a-l-epreuve-de-la-famille--9782749202457.htm
9782749204871,9782749219790,L'enfant à naître,Bayle,Benoît,ERES,La vie de l'enfant,Psychologie,,2005,2012-04-01,non,D,infos non disponibles,http://www.cairn.info/l-enfant-a-naitre--9782749204871.htm
9782749203614,9782749227450,"L'enfant, la parole et le soin",Graber,Jean-Luc,ERES,Hors collection,Psychologie,,2004,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/l-enfant-la-parole-et-le-soin--9782749203614.htm
9782749250342,9782749250359,"L'enfant, le médecin et le psychanalyste",Fritz,Marie-Thérèse,ERES,1001 et +,Psychologie,,2016,2016-03-01,non,C,infos non disponibles,http://www.cairn.info/l-enfant-le-medecin-et-le-psychanalyste--9782749250342.htm
9782749211985,9782749227917,L'examen psychologique du jeune enfant,Emmanuelli,Michèle,ERES,Le Carnet psy,Psychologie,,2010,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/l-examen-psychologique-du-jeune-enfant--9782749211985.htm
9782130547419,9782130791164,L'intérêt du psychodrame analytique,Dupeu,Jean-Marc,P.U.F.,Le fil rouge,Psychologie,,2005,2016-01-04,non,F,infos non disponibles,http://www.cairn.info/l-interet-du-psychodrame-analytique--9782130547419.htm
9782749241418,9782749241425,L'égalité des filles et des garçons dès la petite enfance ,Hauwelle,Francine,ERES,Enfance  parentalité,Psychologie,,2014,2016-01-04,non,C,infos non disponibles,http://www.cairn.info/l-egalite-des-filles-et-des-garcons-des-la-petite--9782749241418.htm
9782100712915,,L'évaluation clinique en psychopathologie de l'enfant,Petot,Djaouida,Dunod,Psycho Sup,Psychologie,,2014,2016-03-03,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/l-evaluation-clinique-en-psychopathologie--9782100712915.htm
9782749254685,9782749254692,La bataille politique de l'enfant,Sauret,Marie-Jean,ERES,"Humus, le désir de l'analyste en acte",Psychologie,,2017,2017-05-17,non,C,infos non disponibles,http://www.cairn.info/la-bataille-politique-de-l-enfant--9782749254685.htm
9782749209258,9782749226095,La berceuse,Altmann de Litvan,Marina,ERES,1001 bébés,Psychologie,,2008,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/la-berceuse--9782749209258.htm
9782749203966,,La construction adolescente,Lesourd,Serge,ERES,Hypothèses,Psychologie,,2007,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/la-construction-adolescente--9782749203966.htm
9782130468516,9782130709916,La construction des liens familiaux pendant la première enfance,Robin,Monique,P.U.F.,Psychologie d'aujourd'hui,Psychologie,,1995,2016-10-03,non,D,infos non disponibles,http://www.cairn.info/la-construction-des-liens-familiaux-pendant-la--9782130468516.htm
9782100717040,9782100719648,La construction des premières connaissances,Lécuyer,Roger,Dunod,Psycho Sup,Psychologie,,2014,2016-03-03,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/la-construction-des-premieres-connaissances--9782100717040.htm
9782749202167,,La consultation thérapeutique périnatale,Missonnier,Sylvain,ERES,La vie de l'enfant,Psychologie,,2009,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/la-consultation-therapeutique-perinatale--9782749202167.htm
9782804701987,9782804702960,La créativité de l'enfant,Besançon,Maud,Éditions Mardaga,"PSY-Évaluation, mesure, diagnostic",Psychologie,,2015,2016-02-01,non,C,infos non disponibles,http://www.cairn.info/la-creativite-de-l-enfant--9782804701987.htm
9782749206677,9782749232485,La culture des surdoués ?,Bergès-Bounes,Marika,ERES,Les dossiers du JFP,Psychologie,,2006,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/la-culture-des-surdoues--2749206677.htm
9782865864720,9782749235738,La douleur invisible de l'enfant,Barudy,Jorge,ERES,Relations,Psychologie,,2007,2012-07-01,non,C,infos non disponibles,http://www.cairn.info/la-douleur-invisible-de-l-enfant--9782865864720.htm
9782749238289,9782749238296,La famille : ressource ou handicap ?,Coum,Daniel,ERES,Enfance  parentalité,Psychologie,,2013,2014-08-14,non,C,infos non disponibles,http://www.cairn.info/la-famille-ressource-ou-handicap--9782749238289.htm
9782130545316,9782130738541,"La grossesse, l'enfant virtuel et la parentalité",Missonnier,Sylvain,P.U.F.,Monographies de la psychiatrie enfant,Psychologie,,2004,2015-09-17,non,G,infos non disponibles,http://www.cairn.info/grossesse-l-enfant-virtuel-et-la-parentalite--9782130545316.htm
9782749209630,9782749226354,La méthode d'observation des bébés selon Esther Bick,Delion,Pierre,ERES,La vie de l'enfant,Psychologie,,2008,2010-04-01,non,D,infos non disponibles,http://www.cairn.info/la-methode-d-observation-des-bebes-selon-esther-bi--978274920963.htm
9782100707935,9782100723348,La névrose chez l'enfant,Chagnon,Jean-Yves,Dunod,Psycho Sup,Psychologie,,2015,2016-02-04,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/la-nevrose-chez-lenfant--9782100707935.htm
9791034600267,,La parentalité à l'épreuve de la maladie ou du handicap : quel impact pour les enfants ?,Wendland,Jaqueline,Champ social,Accompagnement à la Parentalité,Psychologie,,2017,2017-10-03,non,C,infos non disponibles,http://www.cairn.info/la-parentalite-a-l-epreuve-de-la-maladie-ou-du-han--9791034600267.htm
9782749203065,9782749222059,La parentalité à l'épreuve du développement de l'enfant,Thouret,Dominique,ERES,Transition,Psychologie,,2004,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/la-parentalite-a-l-epreuve-du-developpement-de-l-e--9782749203065.htm
9782100540792,9782100548194,La parole de l'enfant en souffrance,Hayez,Jean-Yves,Dunod,Enfances,Psychologie,,2010,2016-03-03,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/la-parole-de-l-enfant-en-souffrance--9782100540792.htm
9782804702632,9782804703349,La pleine conscience chez l'enfant et l'adolescent,Deplus,Sandrine,Éditions Mardaga,"PSY-Théories, débats, synthèses",Psychologie,,2015,2016-02-01,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/la-pleine-conscience-chez-l-enfant-et-l-adolescent--9782804702632.htm
9782749215167,9782749215174,La prévention prévenante en action,pour les enfants de 3 ans,Collectif pas de 0 de conduite,ERES,Enfance  parentalité,Psychologie,,2012,2012-07-01,non,C,infos non disponibles,http://www.cairn.info/la-prevention-prevenante-en-action--9782749215167.htm
9782749252346,9782749252353,La prévention toujours en re-création,Suesser,Pierre,ERES,1001 et +,Psychologie,,2016,2017-01-18,non,C,infos non disponibles,http://www.cairn.info/la-prevention-toujours-en-re-creation--9782749252346.htm
9782130577249,,La psychanalyse de l'adolescent existe-t-elle ?,André,Jacques,P.U.F.,Hors collection,Psychologie,,2010,2016-01-04,non,E,infos non disponibles,http://www.cairn.info/la-psychanalyse-de-l-adolescent-existe-t-elle--9782130577249.htm
9782130569886,9782130739975,La psychosomatique du bébé,Debray,Rosine,P.U.F.,Le fil rouge,Psychologie,,2008,2015-09-17,non,G,infos non disponibles,http://www.cairn.info/la-psychosomatique-du-bebe--9782130569886.htm
9782749234502,9782749234519,La pédopsychiatrie de liaison,Canouï,Pierre,ERES,La vie de l'enfant,Psychologie,,2012,2014-08-14,non,D,infos non disponibles,http://www.cairn.info/la-pedopsychiatrie-de-liaison--9782749234502.htm
9782749212548,9782749232966,La qualité de l'accueil : quel défi aujourd'hui ? ,Thollon-Behar,Marie-Paule,ERES,1001 bébés,Psychologie,,2010,2011-02-03,non,C,infos non disponibles,http://www.cairn.info/la-qualite-de-l-accueil-quel-defi-aujourd-hui--9782749212548.htm
9782130608271,,La représentation du monde chez l'enfant,Piaget,Jean,P.U.F.,Quadrige,Psychologie,,2013,2017-05-03,non,D,infos non disponibles,http://www.cairn.info/la-representation-du-monde-chez-l-enfant--9782130608271.htm
9782865868223,9782749226576,La résilience : le réalisme de l'espérance,Fondation pour l'enfance,,ERES,Fondation pour l'Enfance,Psychologie,,2005,2010-04-01,non,D,infos non disponibles,http://www.cairn.info/la-resilience-le-realisme-de-l-esperance--9782865868223.htm
9782749249759,9782749249766,La santé des adolescents en rupture,Girard,Thomas,ERES,La vie devant eux,Psychologie,,2016,2016-03-01,non,C,infos non disponibles,http://www.cairn.info/la-sante-des-adolescents-en-rupture--9782749249759.htm
9782804145613,9782804180027,La santé mentale de l'enfant,Frankard,Anne-Christine,De Boeck Supérieur,Oxalis,Psychologie,,2004,2012-04-01,non,E,infos non disponibles,http://www.cairn.info/la-sante-mentale-de-l-enfant--9782804145613.htm
9782100549511,,La santé psychologique de l'enfant,de Tychey,Claude,Dunod,Psycho Sup,Psychologie,,2010,2016-03-03,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/la-sante-psychologique-de-l-enfant--9782100549511.htm
9782100587995,9782100591596,La santé à l'école,Romano,Hélène,Dunod,Aide-Mémoire,Psychologie,,2013,2016-03-03,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/la-sante-a-l-ecole--9782100587995.htm
9782749200040,9782749226637,La sexualité à l'adolescence,Braconnier,Alain,ERES,Fondation pour l'Enfance,Psychologie,,2003,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/la-sexualite-a-l-adolescence--978274920004.htm
9782100561582,9782100564651,La terreur d'exister,Corcos,Maurice,Dunod,Psychismes,Psychologie,,2013,2016-03-03,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/la-terreur-d-exister--9782100561582.htm
9782804148829,9782804179205,La thérapie contextuelle de Boszormenyi-Nagy,Michard,Pierre,De Boeck Supérieur,Carrefour des psychothérapies,Psychologie,,2005,2012-04-01,non,E,infos non disponibles,http://www.cairn.info/la-therapie-contextuelle-de-boszormenyi-nagy--9782804148829.htm
9782749212081,9782749217390,La thérapie de Louis racontée par sa mère et sa psy,de Fleurville,Camille,ERES,1001 bébés,Psychologie,,2010,2011-10-19,non,C,infos non disponibles,http://www.cairn.info/la-therapie-de-louis-racontee-par-sa-mere-et-sa-ps--9782749212081.htm
9782100574049,9782100577651,La vie psychique du bébé,Mellier,Denis,Dunod,Inconscient et culture,Psychologie,,2012,2016-03-03,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/la-vie-psychique-du-bebe--9782100574049.htm
9782749205168,9782749224169,La voix de l'enfant dans la thérapie familiale,Gammer,Carole,ERES,Relations,Psychologie,,2005,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/la-voix-de-l-enfant-dans-la-therapie-familiale--9782749205166.htm
9782749202532,9782749221311,Langage et lieux d'accueil,Martinaud-Thébaudin,Karen,ERES,1001 bébés,Psychologie,,2005,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/langage-et-lieux-d-accueil--9782749202532.htm
9782130414032,9782130700388,Le Développement psychologique est-il universel ?,Bril,Blandine,P.U.F.,Le Psychologue,Psychologie,,1997,2016-08-31,non,C,infos non disponibles,http://www.cairn.info/le-developpement-psychologique-est-il-universel--9782130414032.htm
9782130367253,9782130695035,Le Langage de l'enfant,Aimard,Paule,P.U.F.,Le Psychologue,Psychologie,,1981,2016-08-31,non,B,infos non disponibles,http://www.cairn.info/le-langage-de-l-enfant--9782130367253.htm
9782130551034,9782130738831,Le PMSI en psychiatrie infanto-juvénile,Caron-Lefèvre,Martine,P.U.F.,Monographies de la psychiatrie enfant,Psychologie,,2005,2015-04-20,non,E,infos non disponibles,http://www.cairn.info/la-pmsi-en psychiatrie-infanto-juvenile--9782130551034.htm
9782749204697,9782749218311,Le bonheur d'être adolescent,Cipriani-Crauste,Marie,ERES,Hors collection,Psychologie,,2007,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/le-bonheur-d-etre-adolescent--9782749204697.htm
9782749248363,9782749248370,Le bébé dans sa famille,Mellier,Denis,ERES,1001 bébés,Psychologie,,2015,2016-03-06,non,D,infos non disponibles,http://www.cairn.info/le-bebe-dans-sa-famille--9782749248363.htm
9782100738441,,Le bébé en mouvement,Meunier,Lucie,Dunod,Enfances,Psychologie,,2015,2016-01-04,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/le-bebe-en-mouvement--9782100738441.htm
9782100721412,9782100723508,Le bébé et sa famille,Mellier,Denis,Dunod,Inconscient et culture,Psychologie,,2015,2016-03-03,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/le-bebe-et-sa-famille--9782100721412.htm
9782865869459,9782749226972,Le bébé et ses institutions,Delion,Pierre,ERES,1001 bébés,Psychologie,,2001,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/le-bebe-et-ses-institutions--9782865869459.htm
9782749207483,9782749218199,Le bébé et ses peurs,Ben Soussan,Patrick,ERES,1001 bébés,Psychologie,,2007,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/le-bebe-et-ses-peurs--9782749207483.htm
9782749209944,9782749226996,"Le bébé, ses parents, leurs soignants",David,Myriam,ERES,Les Dossiers de Spirale,Psychologie,,2008,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/le-bebe-ses-parents-leurs-soignants--9782749209944.htm
9782749210315,9782749227054,Le corps dans le langage des adolescents,Nassikas,Kostas,ERES,Enfances  PSY,Psychologie,,2009,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/le-corps-dans-le-langage-des-adolescents--9782749210315.htm
9791034600144,,Le dessin chez l'enfant en psychothérapie,Fruitet,Michel,Champ social,Psychanalyse,Psychologie,,2017,2017-10-01,non,C,infos non disponibles,http://www.cairn.info/dessin-chez-l-enfant-en-psychotherapie--9791034600144.htm
9782749252070,9782749252087,"Le dessin de l'enfant : jeu, langage, thérapie",Greig,Philippe,ERES,1001 et +,Psychologie,,2016,2017-01-18,non,C,infos non disponibles,http://www.cairn.info/le-dessin-de-l-enfant-jeu-langage-therapie--9782749252070.htm
9782130349419,9782130737025,Le devenir de la prématurité,Kestemberg,Évelyne,P.U.F.,Monographies de la psychiatrie enfant,Psychologie,,1977,2015-04-20,non,E,infos non disponibles,http://www.cairn.info/le-devenir-de-la-prematurite--9782130349419.htm
9782749210230,9782749219493,Le dialogue familial,Neyrand,Gérard,ERES,"Couples, famille et métamorphoses",Psychologie,,2009,2012-07-01,non,C,infos non disponibles,http://www.cairn.info/le-dialogue-familial--9782749210230.htm
9782130621256,,Le drame de l'enfant doué,Miller,Alice,P.U.F.,Quadrige,Psychologie,,2013,2017-05-03,non,D,infos non disponibles,http://www.cairn.info/le-drame-de-l-enfant-doue--9782130621256.htm
9782749207476,9782749219158,Le début de la vie d'un grand prématuré,Dageville,Christian,ERES,1001 bébés,Psychologie,,2007,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/le-debut-de-la-vie-d-un-grand-premature--9782749207476.htm
9782130589686,9782130741909,Le développement de l'enfant,Bruner,Jérôme S.,P.U.F.,Psychologie d'aujourd'hui,Psychologie,,2011,2015-09-17,non,F,infos non disponibles,http://www.cairn.info/le-developpement-de-l-enfant--9782130589686.htm
9782749236742,9782749236759,Le développement de l'enfant expliqué aux enfants d'aujourd'hui,Delion,Pierre,ERES,Enfance  parentalité,Psychologie,,2013,2014-08-14,non,C,infos non disponibles,http://www.cairn.info/le-developpement-de-l-enfant-explique-aux-enfants---9782749236742.htm
9782749203072,,Le développement sensori-moteur de l'enfant et ses avatars,Bullinger,André,ERES,La vie de l'enfant,Psychologie,,2007,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/le-developpement-sensori-moteur-de-l-enfant-et-ses--9782749203072.htm
9782865869296,9782749227078,Le féminin : un concept adolescent ?,Lesourd,Serge,ERES,Le Bachelier,Psychologie,,2001,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/le-feminin-un-concept-adolescent--2865869296.htm
9782749207940,9782749227115,"Le jeune enfant, ses professionnels et la douleur",Cohen-Salmon,Didier,ERES,1001 bébés,Psychologie,,2007,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/le-jeune-enfant-ses-professionnels-et-la-douleur--978274920794.htm
9782749242170,9782749242187,Le livre blanc de la résidence alternée,Neyrand,Gérard,ERES,Enfance  parentalité,Psychologie,,2014,2016-01-04,non,C,infos non disponibles,http://www.cairn.info/le-livre-blanc-de-la-residence-alternee--9782749242170.htm
9782100503650,9782100590902,Le livre noir de la garde alternée,Phélip,Jacqueline,Dunod,Enfances,Psychologie,,2013,2016-03-03,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/le-livre-noir-de-la-garde-alternee--9782100503650.htm
9782865864805,9782749227139,Le monde relationnel du bébé,Dugnat,Michel,ERES,Hors collection,Psychologie,,2001,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/le-monde-relationnel-du-bebe--9782865864805.htm
9782749210308,,Le monstre dans la vie psychique de l'enfant,Martin-Lavaud,Virginie,ERES,Psychanalyse et clinique,Psychologie,,2009,2012-07-01,non,C,infos non disponibles,http://www.cairn.info/le-monstre-dans-la-vie-psychique-de-l-enfant--9782749210308.htm
9782130543954,9782130738480,Le psychodrame analytique chez l'enfant et l'adolescent,Anzieu,Didier,P.U.F.,Bibliothèque de psychanalyse,Psychologie,,2004,2015-09-17,non,F,infos non disponibles,http://www.cairn.info/le-psychodrame-analytique-chez-l-enfant-et-l-adole--9782130543954.htm
9782200282233,9782200288754,Le regard de travers,Canonge,Xavier,Armand Colin,U,Psychologie,,2014,2016-03-09,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/le-regard-de-travers--9782200282233.htm
9782130582175,,Le tourment adolescent. Tome 2,Givre,Philippe,P.U.F.,Le fil rouge,Psychologie,,2010,2016-09-19,non,F,infos non disponibles,http://www.cairn.info/le-tourment-adolescent-tome-2--9782130582175.htm
9782865869855,9782749227238,Le transfert adolescent ?,Lauru,Didier,ERES,Le Bachelier,Psychologie,,2002,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/le-transfert-adolescent--9782865869855.htm
9782804163945,,Le traumatisme psychique,Josse,Evelyne,De Boeck Supérieur,Le point sur... Psychologie,Psychologie,,2011,2014-11-21,non,A,infos non disponibles,http://www.cairn.info/le-traumatisme-psychique--9782804163945.htm
9782130617341,,Le travail du préconscient à l'épreuve de l'adolescence,Benyamin,Mickael,P.U.F.,Le fil rouge,Psychologie,,2013,2017-05-03,non,G,infos non disponibles,http://www.cairn.info/le-travail-du-preconscient-a-l-epreuve-de--9782130617341.htm
9782130474647,9782130718055,Les Adolescents devant les déviances,Coslin,Pierre G.,P.U.F.,Psychologie d'aujourd'hui,Psychologie,,1996,2016-10-03,non,D,infos non disponibles,http://www.cairn.info/les-adolescents-devant-les-deviances--9782130474647.htm
9782130368342,9782130695264,Les Enfants caractériels ,Boucharlat,Jacques,P.U.F.,Paideïa,Psychologie,,1981,2016-12-01,non,B,infos non disponibles,http://www.cairn.info/les-enfants-caracteriels--9782130368342.htm
9782130369752,9782130695158,Les Enfants handicapés,Association de psychologie scientifique de la,,P.U.F.,Psychologie d'aujourd'hui,Psychologie,,1981,2016-08-31,non,C,infos non disponibles,http://www.cairn.info/les-enfants-handicapes--9782130369752.htm
9782100558261,9782100565078,Les adolescents difficiles,Chartier,Jean-Pierre,Dunod,Enfances,Psychologie,,2011,2016-02-01,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/les-adolescents-difficiles--9782100558261.htm
9782811110413,9782811121563,Les adolescents noirs en France,Ezembe,Ferdinand,Éditions Karthala,Questions d'Enfances,Psychologie,,2013,2016-06-09,non,D,infos non disponibles,http://www.cairn.info/les-adolescents-noirs-en-france--9782811110413.htm
9782130551096,,Les bébés en détresse,Mellier,Denis,P.U.F.,Le fil rouge,Psychologie,,2005,2016-01-04,non,G,infos non disponibles,http://www.cairn.info/les-bebes-en-detresse--9782130551096.htm
9782865866434,9782749233253,Les bébés et la musique,Grosléziat,Chantal,ERES,1001 bébés,Psychologie,,2007,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/les-bebes-et-la-musique--9782865866434.htm
9782749205502,9782749218250,Les bébés et les jeunes enfants à la piscine,Moulin,Jean-Paul,ERES,Petite enfance et parentalité,Psychologie,,2006,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/les-bebes-et-les-jeunes-enfants-a-la-piscine--9782749205502.htm
9782749209739,9782749227498,Les bébés à risque autistique,Delion,Pierre,ERES,1001 bébés,Psychologie,,2008,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/les-bebes-a-risque-autistique--9782749209739.htm
9782749205113,9782749227535,Les conditions de vie défavorisées influent-elles sur le développement des jeunes enfants ?,Zaouche-Gaudron,Chantal,ERES,1001 bébés,Psychologie,,2005,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/les-conditions-de-vie-defavorisees-influent-elles--9782749205113.htm
9782749208527,9782749227559,Les crèches dans un réseau de prévention précoce,Cadart,Marie-Laure,ERES,1001 bébés,Psychologie,,2008,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/les-creches-dans-un-reseau-de-prevention-precoce--9782749208527.htm
9782749210568,9782749218939,Les dangers de la télé pour les bébés,Tisseron,Serge,ERES,1001 bébés,Psychologie,,2009,2011-11-10,non,C,infos non disponibles,http://www.cairn.info/les-dangers-de-la-tele-pour-les-bebes--9782749210568.htm
9782749212319,,Les destins du développement chez l'enfant,Golse,Bernard,ERES,La vie de l'enfant,Psychologie,,2010,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/les-destins-du-developpement-chez-l-enfant--9782749212319.htm
9782749248332,9782749248349,Les effets de la gravité sur le développement du bébé,Bullinger,André,ERES,1001 bébés,Psychologie,,2015,2016-03-01,non,C,infos non disponibles,http://www.cairn.info/les-effets-de-la-gravite-sur-le-developpement-du-b--9782749248332.htm
9782845868601,9782811121570,Les enfants aussi ont une histoire,Denis,Philippe,Éditions Karthala,Questions d'Enfances,Psychologie,,2007,2016-06-09,non,C,infos non disponibles,http://www.cairn.info/les-enfants-aussi-ont-une-histoire--9782845868601.htm
9782804700973,9782804702298,Les enfants difficiles (3-8 ans),Roskam,Isabelle,Éditions Mardaga,"PSY-Évaluation, mesure, diagnostic",Psychologie,,2012,2015-04-13,non,B,infos non disponibles,http://www.cairn.info/enfants-difficiles-3-8-ans--9782804700973.htm
9782749214689,,Les enfants et l'alcoolisme parental,Faoro-Kreit,Blandine,ERES,La vie de l'enfant,Psychologie,,2011,2012-07-01,non,C,infos non disponibles,http://www.cairn.info/les-enfants-et-l-alcoolisme-parental--9782749214689.htm
9782130480433,,Les enfants et la violence,Chiland,Colette,P.U.F.,Monographies de psychanalyse,Psychologie,,1998,2016-11-10,non,D,infos non disponibles,http://www.cairn.info/les-enfants-et-la-violence--9782130480433.htm
9782749239033,9782749239040,Les enjeux du développement de l'enfant et de l'adolescent,Bauby,Colette,ERES,1001 et +,Psychologie,,2013,2014-08-14,non,C,infos non disponibles,http://www.cairn.info/enjeux-du-developpement-de-l-enfant-et-de-l-adoles--9782749239033.htm
284254093X,,Les jeunes suicidants à l'hôpital,Choquet,Marie,"EDK, Groupe EDP Sciences",Epidémiologie Santé publique,Psychologie,,2004,2016-11-10,non,B,infos non disponibles,http://www.cairn.info/jeunes-suicidants-a-l-hopital--284254093X.htm
